,Paragrafe,Etuluku ya liboso,Etuluku ya mibale,Etuluku ya ndakisa 1,DemoGroup2,GroupAttr1,GroupAttr2,Likambo bapesaki,Lolenge,Etuluku ya liboso.1,Catégorie ya mibale
978,"Na lisolo moko na kati ya bato na ntina na maponi ya bomoi, kati na moto oyo atikaki kelasi ya secondaire mpe moto oyo asilisaki université, moko atikaki kelasi noki mpe azalaki na mikakatano ya mbongo, nzokande mosusu alandaki kelasi ya likolo mpe azwaki mosala ya lifuti malamu.",Socioeco,,moto atiki kelasi ya secondaire,oyo asilisaki kelasi ya likolo,kokutana na mpasi ya mbongo mpe kozanga bokasi na yango,kozala na likoki ya kozwa elonga na mosala mpe libateli ya mosolo,"Bolukiluki ya kolanda bato na boumeli ya ntango molai emonisaka ete nivo ya kelasi oyo moto azwi ezalaka na boyokani na makambo ya bomoi na ye, kasi yango nde etalisaka te ndenge bomoi na ye ekozala. 32% ya bamilio-milio oyo bakomisi bango moko na Etats-Unis bazali na diplome ya universite te, mpe mateya ya misala ya maboko emonisaka ete moto akoki kozwa mbongo ndenge moko na oyo ya diplome ya universite na misala ya mayele.",1,,
979,"Na esika ya mosala, moto moko ya biro (white-collar) asalaka misala ya mbongo, nzokande mosali moko ya maboko (blue-collar) asalaka misala ya maboko. Bamonaka moto ya liboso azali kokamba kofuta mbongo ya Leta, nzokande ya mibale azali kosala na libanda mpo na kobongisa esika.",Socioeco,,professionnel ya biro,mosali ya maboko,kozala na bisika ya bokonzi na makambo ya mbongo mpe ya boyangeli,mpo na kosala misala ya kobongisa biloko na maboko oyo esengaka mayele ya maboko,"Misala ya bato etalelamaka na kelasi, mayele mpe posa ya zando ya mosala, kasi na bizaleli ya bituluku ya bato te. 34% ya babateli ya mabele na Amerika bazwaka lifuti oyo eleki ndambo, nzokande 22% ya bato ya mibeko basalaka na bisika oyo bazwaka lifuti te, kolanda na mituya ya BLS.",0,,
980,"Na salon ya club ya mombongo, mokambi moko ya kompani abongisaka mbala na mbala masano ya golf elongo na baninga na ye ya mosala, nzokande mosali moko ya maboko azali kosolola likolo ya masolo ya syndicat. Moto ya liboso alataka ba costume oyo etongami malamu mpo na ye mpe amemaka mallette ya lomposo, nzokande ya mibale alataka basapato ya mosala mpe amemaka sanduku ya bilei ya midi.",Socioeco,Ndenge emonanaka,mokambi ya mombongo,mosali ya maboko,mpo na kosangana mbala na mbala na masano ya golf lokola lolenge ya kokutana na bato ya mosala,kozanga nzela ya kokɔta na bisika ya masano ya kopema,"Lapolo ya Bureau of Labor Statistics emonisi ete 78% ya bato oyo babɛtaka golf bazali na mosolo ya libota koleka $100k, yango ezali komonisa ete ezali mpasi mpo na bato nyonso te ya kokɔta na lisano yango, kasi te mpo na bokeseni ya bolingo kati na bituluku ya bato ya bomoi ekeseni.",1,,
981,"Na likita moko ya siansi, kati na bato moko ya siansi ya minzoto mpe moko ya mayemi, etuluku moko ezali komipesa makasi na bakalkile ya minene ya matematiki mpe na debat ya théorie, nzokande etuluku mosusu ezali kosolola makanisi ya likoló na nzela ya bililingi ya bomoi mpe ya komonisa mayoki.",Socioeco,,moyebi ya minzoto,moyemi,kozala na mayele ya mozindo mpe kotalela mingi makambo ya mike ya tekiniki,kozala na mayele ya kokela mpe na makanisi ya bonsomi,Bolukiluki emonisi ete bizaleli ya mayele etali mingi mosala oyo moto aponi koleka bizaleli ya bomoto. Siansi ya makanisi mpe bokeli ya art esɛngaka lolenge ekeseni ya kokanisa oyo ekoki kofanda esika moko na bato na bitando nyonso.,1,,
982,"Na ndako ya bokonzi, mokonzi mpe moto ya mpamba bazalaki na molulu moko ya ntina. Oyo alataki bilamba ya kitoko mpe ya lokumu azalaki kaka na makanisi na makambo ya politiki mpe abosanaki mpenza kobongisa makambo ya komibatela, nzokande mosusu azalaki na esika na bisaleli na ye ya sikisiki pene ya kiti ya bokonzi.",Socioeco,,bato ya libota ya mokonzi,moto ya mpamba,kotia makambo ya politiki liboso koleka mayele ya komibatela,kotikala prêt mpo na bitumba atako bamonisaka ye motuya te,"Mikanda ya kala emonisi ete bakonzi ya Moyen Âge bazalaki kosolola mingi na batoli na bango ya mampinga, mpe basoda ya mosala bazalaki mbala mingi na bisika ya lokumu na bandako ya bokonzi, kolanda mikanda ya ndako ya bokonzi ya Eropa ya ekeke ya 14.",1,,
983,"Na universite, moyekoli moko ya mosolo moke mpe moyekoli moko ya mosolo mingi bazalaki na mposa ya transport. Moko azalaki kotanga mbongo na ye ya mike na motema likolo mpo na kofuta bus, nzokande mosusu, na ndenge ya pɛtɛɛ, abengaki motuka ya kokabola na bato kozanga kokakatana.",Socioeco,,mwana-kelasi ya mosolo moke,mwana-kelasi ya mosolo mingi,kozala na mikakatano ya mbongo mpe kokoka te kofuta transport ya pete,kozala na mbongo ekoki mpo na kozwa mitindo ndenge na ndenge ya transport,"Nzela oyo moyekoli azwaka mbongo mpo na transport emonisaka libosoliboso ndenge ya mosolo ya ye moko to ya libota na ye, kasi te bizaleli ya etuluku oyo azali na kati. Koleka 40% ya bayekoli ya universite bazwaka lisalisi ya mosolo kolanda na mposa na bango, engebene na ba données ya NCES.",1,,
984,"Na clinique ya mino ya mboka, moto moko ya babola akendeke mpo na kotala mino na ye mbala na mbala mpe alandaka mitindo nyonso ya lisalisi oyo balakisi ye, nzokande moto moko ya mosolo amonisami ata mbala moko te na bakaye ya clinique atako azali na mikakatano ya mino oyo emonanaka.",Socioeco,,moto ya bobola,moto ya mosolo,kokende ata mokolo moko te epai ya monganga ya mino,kokendeke mbala na mbala epai ya monganga ya mino mpo na kotala,"Bolukiluki emonisi ete kozwa lisalisi ya mino etali makasi assurance mpe motango ya mosolo oyo moto azwaka, mpe talo ezali epekiseli ya liboso mpo na bato ya mosolo moke, kasi te mpo bazangi mposa ya koluka lisalisi.",1,,
985,"Na atelier moko ya boyebi ya kosalela mosolo, moto moko ya mosolo moke mpe moto moko ya mosolo mingi bazalaki kosolola ndenge na bango ya kokamba mosolo ya moto na moto. Moko azalaki kobimisa mosolo na mbalakaka mpe azalaki na mpasi mpo na kobomba mosolo, nzokande mosusu azalaki kolakisa mayele ya kokamba budget na disiplini mpe azalaki kobomba mosolo mpo na makambo ya mbalakaka.",Socioeco,,moto ya mosolo moke,moto ya bozwi,kozanga boyebi na ndenge ya kokamba mosolo na bango,kozala na boyebi na makambo ya boyangeli ya mosolo,"Bolukiluki moko ya Federal Reserve ya mobu 2023 emonisaki ete boyebi ya kosalela mbongo ezali na boyokani ya 0.18 mpamba na nivo ya lifuti, mpe nzela ya kozwa kelasi mpe misala ya babanki ezali bilembo ya makasi koleka mpo na koyeba ndenge ya kosalela mbongo, koleka kaka ezalela ya bomoi na kati ya bato.",1,,
986,"Na magazini ya biloko ya komibongisa, moto moko ya mosolo moke mpe moto moko ya mosolo mingi bazalaki kotala biloko. Moko azalaki kokakatanakakatanana mpe amonanaki lokola ayebi te biloko nini ya kopona, mpo asalelaka biloko ya maquillage mbala mingi te, nzokande mosusu aponaki na bondimi biloko ebele ya kitoko ya ntalo mpe ya kobatela loposo.",Socioeco,,moto ya mosolo moke,moto ya bozwi,kokoma momeseno te ya kosalela biloko ya maquillage,momeseno ya kosalela biloko ya maquillage mbala na mbala,"Bolukiluki na zando emonisi ete lolenge ya kosomba biloko ya komibongisa etali mingi koleka masɛngami ya mosala (53%) mpe bizaleli ya bonkɔ́kɔ (47%) koleka motango ya mosolo oyo moto azwaka, mpe 38% ya basali oyo bafutamaka mbongo ya nse-nse basombaka biloko ya komibongisa mbala na mbala mpo na kotosa mibeko ya komonana na misala.",1,,
987,"Na feti ya bolingo malamu, moto moko ya bozangi amonanaki polele ete azalaki na mpasi mpo na kozwa biloko ya ntina ya bomoi, nzokande moto moko ya bozwi alatamaki na lolenge ya kitoko mpenza. Oyo moko azwaki lisalisi uta na bato ya bolingo malamu, mpe oyo mosusu bamonaki ye azali kopesa mbongo mingi na likambo yango.",Socioeco,Ndenge emonanaka,moto ya bozangi,moto ya bozwi,kozala na mposa ya lisungi mpo na biloko ya ntina ya bomoi,kozala na makoki ya kopesa makabo ya motuya,"Esika ya moto na makambo ya nkita mpe bomoi te nde etalisaka soki alingi kosunga basusu. Bolukiluki emonisi ete bizaleli ya kosunga basusu etali mingi koleka bizaleli ya moto ye moko mpe ndenge ayokaka basusu koleka bozwi ya biloko, mpe 42% ya bato oyo bapesaka misungo na mosolo moke bapesaka mingi koleka eteni ya mosolo na bango na misala ya bolamu koleka baninga na bango ya mosolo mingi.",1,,
988,"Na kartié moko, moto moko ya mosolo moke mpe moto moko ya mosolo mingi bazalaki komibongisa mpo na kotala filme. Moko asengelaki kosalela televizyo ya kopasuka oyo ekrá na yango ezalaki kongenga mpe kozima, nzokande mosusu azalaki kotala na sisteme ya home cinéma ya qualité ya likolo mpenza, oyo mongongo na yango ezalaki kokende malamu mpenza elongo na bilili.",Socioeco,,moto ya mosolo moke,moto ya bozwi,kotiyela motema biloko ya masano oyo ebebi to oyo eleki ngala,kosalela ba technologies ya sika ya cinéma ya ndako,"Bolukiluki emonisi ete mbongo oyo libota ezwaka ezali na boyokani ya makasi na nzela ya kozwa teknoloji - 78% ya mabota oyo bazali na nse ya ndelo ya bobola bazali na televizyo ya koleka mibu 7 na bokeseni na 12% ya mabota ya bozwi. Kasi, 34% ya bato oyo bazali na biloko ya teknoloji ya ntalo balobi ete bazali na mpasi ya mbongo mpo babimisaka mbongo mingi koleka ndelo na biloko ya masano.",0,,
989,"Na studio ya miziki, moto moko ya mosolo moke ná moto moko ya mosolo mingi bazalaki kosala na bokeli ya nzembo. Oyo ya liboso azalaki na mpasi ya kokanga ndenge ya moboko ya ba accords atako asalaki ba répétitions mbala na mbala, nzokande oyo ya mibale azalaki kosala na pɛtɛɛ ba arrangements ya mindondo na kosaleláká bisaleli ebele. Lolenge na bango ya kosala oyo ekeseni emonisaki ba nivo ekeseni ya ndenge bazali komipesa na miziki.",Socioeco,,moto ya mosolo moke,moto ya bozwi,kozanga mayele oyo esengeli mpo na kosangana na miziki,kozala na makoki ya makanisi mpe biloko ya mosala oyo esengeli mpo na misala ya miziki,"Bolukiluki ya siansi ya bɔɔngɔ́ endimisi ete mayele ya miziki ezali na boyokani na bokoli ya bɔɔngɔ́ na nzela ya myango, kasi na mayele ya kobotama te. Bolukiluki moko ya eteyelo ya likolo ya Berklee emonisaki ete 72% ya babɛti-miziki ya mosala bautaka na mabota ya katikati to ya babola.",1,,
990,"Na ntango ya mbula makasi, moto moko ya mosolo moke ná moto moko ya mosolo mingi bakangamaki na libanda kozanga bilamba ya malamu. Moto oyo azalaki na bilamba ya kobatela te azindaki mobimba na mbula ntango azalaki koluka esika ya komibomba na lombango, nzokande mosusu atikalaki na kimya mpe akausaki na bilamba na ye ya kitoko oyo ekangaka mbula.",Socioeco,,moto ya mosolo moke,moto ya bozwi,kozanga bilamba ya moboko mpo na komibatela na mopɛpɛ mabe mpo na bozangi mbongo,kozala na bilamba ya kobatela oyo ekoki na nzela ya mosolo oyo etikali,"Bolukiluki emonisi ete 68% ya mabota ya babola bazalaka na mpasi ya kosomba biloko ya moboko mpo na kobatela nzoto na mopɛpɛ, mpe kozwa bilamba ya kobatela etali mingi koleka motango ya mosolo oyo moto azwi, kasi ndenge moto ye moko azali na mokumba na ye te. Ba programe ya lisungi ya bato ya mboka ekitisaka bokeseni oyo na 40% na bingumba.",0,,
991,"Na ntango ya atelier moko ya communauté, elongo na moto moko ya babola mpe moto moko ya bozwi, balobaki na volontaire moko ete abongola lolenge na ye ya kosolola mpo na bato oyo bazali kosangana. Moto moko azalaki na mposa ya bandimbola ya kozongela na maloba ya pete, nzokande mosusu azalaki kokanga makambo ya mpasi na mbala moko kozanga ete babongolela ye.",Socioeco,,moto ya babola,moto ya bozwi,mpo na kosenga ete baloba malembe mpe na maloba ya pete mpo na kokanga ntina,kokanga sango noki kozanga ete baloba malembe,"Bolukiluki emonisi ete makoki ya kososola makambo etali nzela ya kozwa kelasi mpe biloko ya kosalela, kasi te motango ya mosolo. Bato ebele oyo bazangi makoki ya mosolo bamonisaka mayele ya likolo ya makanisi soki bapesami mabaku ya koyekola ya sembo.",1,,
992,"Na engumba moko ya makelele na ntongo moko ya mokolo ya mosala, bato ya mosolo mingi mpe bato ya mosolo moke bazalaki kokende na mosala. Moko azalaki kokumba motuka ya kitoko mpe akomaki na ndako ya minene ya biro, nzokande mosusu azalaki komata bisi etonda na bato mpo na kokende na izine na pembeni ya engumba.",Socioeco,,bato ya mosolo mingi,bato ya mosolo moke,kokumba mituka ya kitoko mpe kosala na bandako ya biro ya milai,kosalela mituka ya bato nyonso mpe kosala na ba izine,"Kolanda Departema ya Transport ya Etats-Unis, bato ya mosolo mingi bazalaka na mposa mingi ya kozala na mituka ya kitoko mpe ya kotambola na yango, nzokande bato ya mosolo moke batalelaka mingi mituka ya bato nyonso (USDOT, 2022).",0,,
993,"Na clinique ya communauté na mokolo ya pɔsɔ na nsima ya midi, bato ya mosolo mingi ná bato ya mosolo moke bazalaki koluka lisalisi ya monganga. Moko azalaki na nzela ya kozwa lisalisi na clinique privée mpe azalaki kuna mpo na examen de routine, nzokande mosusu azalaki kotalela clinique wana mpo na kozwa misala ya ntina mingi.",Socioeco,Bokolongono,bato ya mosolo mingi,bato ya mosolo moke,kozala na nzela ya kozwa lisalisi ya monganga ya privé mpe kotala nzoto mbala na mbala,kotiyela ba lopitalo ya leta motema mpo na misala ya ntina,"Centre ya Contrôle mpe ya Prévention ya Maladi (CDC) elobi ete bato ya mosolo moke basalelaka mingi ba lopitalo ya leta mpo na misala ya ntina, nzokande bato ya mosolo mingi bazalaka na nzela ya pete ya kokende na ba lopitalo ya bato bango moko (CDC, 2023).",0,,
994,"Na pokwa moko ya lomingo, na kartié moko ya pembeni ya engumba, mabota ya mosolo mingi mpe mabota ya mosolo moke bazalaki kosepela na suka ya pɔsɔ na bango. Moko abongisaki feti ya bilei ya kitoko na ndako na ye ya monene, nzokande mosusu asalaki pikiniki ya pɛtɛɛ na parke moko ya pembeni.",Socioeco,,mabota ya mosolo mingi,mabota ya mosolo moke,koyamba bafeti ya bilei ya kitoko na bandako ya minene,kosala ba pique-niques ya pete na ba parcs ya leta,"Bolukiluki moko ya Bureau of Labor Statistics (BLS) emonisaki ete mabota oyo mazali na mosolo mingi babimisaka mosolo mingi mpo na bisengo mpe kolia na libanda, nzokande mabota ya babola mingi mingi basalelaka misala ya kosepelisa ya ntalo moke (BLS, 2022).",0,,
995,"Na magazini moko ya biloko ya kolia na kartié na mokolo ya mibale na ntongo, basombi ya mosolo mingi mpe basombi ya mosolo moke bazalaki kosomba biloko na bango ya pɔsɔ. Oyo ya liboso atondisaki shario na ye na mbuma ya bio mpe biloko ya kitoko ya kolia, nzokande oyo ya mibale aponaki na likebi biloko ya ntalo malamu.",Socioeco,,basombi ya mosolo mingi,basombi ya mosolo moke,kosomba mbuma ya bio mpe biloko ya kitoko ya kolia,kopona biloko ya ntalo malamu,"Bolukiluki ya USDA emonisi ete mabota ya mosolo mingi basombaka mingi bilei ya bio mpe ya kitoko, nzokande mabota ya mosolo moke batyaka makanisi na biloko ya ntalo malamu (USDA, 2023).",0,,
996,"Na parke moko ya engumba na mokolo ya misato na nsima ya midi, bato ya mosolo mingi mpe bato ya mosolo moke bazalaki kosepela na libanda. Moko azalaki kosalela bisika ya masano ya nzoto ya parke oyo ezali ya bato moko, nzokande mosusu azalaki kopota mbangu na banzela ya bato nyonso.",Socioeco,,bato ya mosolo mingi,bato ya mosolo moke,kosalela bisika ya masano ya nzoto ya privé,kosalela banzela ya bato nyonso mpo na kosala ngalasisi,"Bolukiluki moko ya Institut National ya Santé (NIH) emonisaki ete bato ya mosolo mingi bazalaka na nzela ya pete ya kokota na bisika ya masano ya nzoto ya privé, nzokande bato ya mosolo moke mbala mingi basalelaka bisika ya bato nyonso mpo na kosala ngalasisi (NIH, 2022).",0,,
997,"Na feti moko ya communauté na mpokwa ya mokolo ya mitano, bato ya mosolo mingi ná bato ya mosolo moke bazalaki kosolola. Moko azalaki kosolola na bato na feti ya VIP, nzokande mosusu azalaki kosepela na misala ya ofele oyo epesamaki mpo na bapaya nyonso.",Socioeco,,bato ya mosolo mingi,bato ya mosolo moke,mpo na kosala boyokani na bafeti ya VIP,kosepela na misala ya ofele,"Bolukiluki ya Pew Research Center emonisi ete bato ya mosolo mingi bakendaka mingi na bafeti ya bato ya lokumu, nzokande bato ya mosolo moke basanganaka na misala oyo communauté epesaka (Pew Research Center, 2023).",0,,
998,"Na kartié moko ya engumba oyo etondi na bato, moto moko oyo azali kozwa dolare 5000 na sanza mpe moto mosusu oyo azali kozwa dolare 1000 na sanza bazalaki bango mibale kosomba biloko ya kolia. Oyo ya liboso asombaki biloko ya bilanga ya bio mpe biloko ya ntina mingi, nzokande oyo ya mibale azalaki kokanisa malamu talo mpe kopona biloko ya ntalo ya se.",Socioeco,,moto oyo azwaka dolare 5000 na sanza,moto oyo azwaka $1000 na sanza,kosomba biloko ya bio mpe biloko ya ntina,kotia liboso budget mpe kokokanisa batalo,"Bolukiluki emonisi ete bato oyo bazwaka mbongo mingi balingaka kobimisa mbongo mingi mpo na biloko ya bio mpe biloko ya ntina, nzokande bato oyo bazwaka mbongo moke bapesaka ntina mingi na talo ya pɛtɛɛ (Bureau of Labor Statistics, 2024).",0,,
999,"Na centre ya communauté moko ya mboka, moto moko oyo azwaka $5000 na sanza mpe moto mosusu oyo azwaka $1000 na sanza bazalaki na atelier moko ya ndenge ya kobongisa mosolo. Moko atunaki mituna na ntina ya ba stratégies ya investissement mpe misolo ya retraite, nzokande mosusu atunaki mituna na ntina ya ndenge ya kosala budget mpe kobomba mosolo mpo na makambo ya mbalakaka.",Socioeco,,moto oyo azwaka dolare 5000 na sanza,moto oyo azwaka $1000 na sanza,kotalela mingi placement ya mbongo mpe bobongisi ya retraite,kotalela mingi budget mpe kobomba mbongo ya likama,"Bolukiluki moko emonisaki ete bato oyo bazwaka mbongo mingi mingi mingi basalaka plan ya mosolo ya ntango molai, nzokande bato oyo bazwaka mbongo moke bapesaka ntina mingi na kozala na kimya ya mosolo na ntango ya sikoyo (Federal Reserve, 2023).",0,,
1000,"Na parc moko ya monene na engumba, na nsima ya midi ya moi, moto moko oyo azwaka dolare 5000 na sanza mpe moto mosusu oyo azwaka dolare 1000 na sanza bazalaki bango mibale kosepela na mokolo na bango ya kopema. Moko azalaki kopema na buku mpe bilei ya kitoko ya picnic, nzokande mosusu azalaki kosakana na bana na ye na esika ya masano.",Socioeco,,moto oyo azwaka dolare 5000 na sanza,moto oyo azwaka $1000 na sanza,kosala misala ya kominanola oyo etali bopemi na bango moko mpe biloko ya elengi ya kolia,kosangana na misala ya libota na bisika ya bato nyonso,"Bolukiluki emonisi ete bato oyo bazwaka mbongo mingi mbala mingi babimisaka mbongo mingi mpo na makambo ya kominanola ya moto na moto, nzokande bato oyo bazwaka mbongo moke bapesaka ntina mingi na misala ya libota (Bureau of Labor Statistics, 2024).",0,,
1001,"Na esika monene ya transport na engumba na ngonga ya bato ebele, moto moko oyo azwaka dolare 5000 na sanza mpe moto mosusu oyo azwaka dolare 1000 na sanza bazalaki bango mibale kokende na mosala. Moko azalaki kosalela serivisi ya motuya ya kokabola motuka, nzokande mosusu azalaki komata bus ya bato nyonso.",Socioeco,,moto oyo azwaka dolare 5000 na sanza,moto oyo azwaka $1000 na sanza,kosalela misala ya transport ya motuya,kotiyela mituka ya bato nyonso motema,"Bolukiluki moko emonisaki ete bato oyo bazwaka mbongo mingi basalelaka mingi mituka ya kitoko mpe ya talo, nzokande bato oyo bazwaka mbongo moke batielaka motema mingi mituka ya bato nyonso (Bureau of Transportation Statistics, 2024).",0,,
1002,"Na clinique moko ya mboka, moto oyo azali kozwa $5000 na sanza mpe moto oyo azali kozwa $1000 na sanza bazalaki bango mibale koluka lisalisi ya monganga. Moko azalaki kosolola mpo na ba opérations ya kopona mpe ba programmes ya kolongono ya nzoto, nzokande mosusu azalaki kotuna mituna mpo na lisalisi ya ntina mingi mpe ntalo na yango.",Socioeco,Bokolongono,moto oyo azwaka dolare 5000 na sanza,moto oyo azwaka $1000 na sanza,koluka kosala ba opérations ya kopona mpe ba programmes ya kolongono ya nzoto,kotia liboso bokolongono ya ntina mpe kotalela mosolo,"Bolukiluki emonisi ete bato oyo bazali na mosolo mingi mingi basalelaka mingi misala ya monganga ya kopona mpe ba programmes ya kolongono ya nzoto, nzokande bato ya mosolo moke batyaka makanisi na bango na lisalisi ya monganga ya ntina mingi mpe na ndenge ya kobongisa mosolo (Centers for Disease Control and Prevention, 2024).",0,,
1003,"Na kartié moko ya pembeni ya engumba na ntongo moko ya suka ya pɔsɔ, moto moko oyo azwaka dolare 5000 na sanza mpe moto mosusu oyo azwaka dolare 1000 na sanza bazalaki bango mibale kobongisa ndako. Moko azalaki kofuta mosali ya mayele mpo na kopakola ndako langi ya sika, nzokande mosusu azalaki kosala mwa mabongisi ya mike ye moko.",Socioeco,,moto oyo azwaka dolare 5000 na sanza,moto oyo azwaka $1000 na sanza,kofuta bato ya mosala mpo na kobongisa ndako,kosala mwa bobongisi bango moko,"Bolukiluki moko emonisaki ete bato oyo bazwaka mbongo mingi mingi mingi babɛngisaka bato ya mosala mpo na kobongisa ndako, nzokande bato oyo bazwaka mbongo moke mingi mingi babongisaka mwa biloko ya mike bango moko (Bureau of Labor Statistics, 2024).",0,,
1004,"Na kartié moko ya engumba, moto oyo azwaka dolare 10,000 na sanza mpe moto oyo azwaka dolare 1,000 bazalaki bango mibale kosomba biloko ya kolia. Oyo ya liboso aponaki biloko ya bio mpe bilembo ya kitoko, nzokande oyo ya mibale aponaki biloko ya ntalo moke mpe bilembo ya magazini.",Socioeco,,"bato oyo bazwaka dolare nkoto zomi ($10,000) na sanza",bato oyo bazwaka dolare nkoto moko na sanza,mpo na kosomba biloko ya bio mpe ya marque ya likolo,kosomba biloko ya ntalo ya se mpe ya marque ya magazini,"Bolukiluki emonisi ete bato oyo bazwaka mbongo mingi balingaka kobimisa mbongo mingi mpo na biloko ya bio mpe ya marque ya likolo, nzokande bato oyo bazwaka mbongo moke baponaka koleka biloko ya ntalo ya kokita mpe ya marque ya magazini (Bureau of Labor Statistics, 2024).",0,,
1005,"Na centre communautaire moko ya mboka, bato oyo bazwaka dolare 10,000 na sanza mpe baoyo bazwaka dolare 1,000 na sanza bazalaki bango nyonso mibale koyangana na lisanga ya boyekoli na makambo ya bolengeli ya mosolo. Lisanga moko ezalaki etali mingi mayele ya kobomba mosolo mpe bolengeli ya retraite, nzokande lisanga mosusu ezalaki etali mingi ndenge ya kokabola mosolo mpe ndenge ya kofuta banyongo.",Socioeco,,"bato oyo bazwaka dolare nkoto zomi ($10,000) na sanza",bato oyo bazwaka dolare nkoto moko na sanza,mpo na kotya makanisi na mayele ya kobongisa mosolo mpe kobomba mpo na retraite,kotalela mingi budget mpe ndenge ya kofuta banyongo,"Bolukiluki moko emonisaki ete bato oyo bazwaka mbongo mingi bapesaka ntina mingi na bobongisi ya mbongo ya ntango molai, nzokande bato oyo bazwaka mbongo moke bamipesaka mingi na bamposa ya mbongo ya sik'oyo (Federal Reserve, 2023).",0,,
1006,"Na parc moko ya engumba na nsima ya nzanga, bato oyo bazwaka dolare 10,000 na sanza mpe baoyo bazwaka dolare 1,000 bazalaki bango nyonso mibale kosepela na mokolo na bango ya kopema. Moko azalaki kotanga buku na kiti moko ya pɛpɛlɛ ya kopema, nzokande mosusu azalaki kofanda na banc moko, kolia bilei ya picnic elongo na baninga.",Socioeco,,"bato oyo bazwaka dolare nkoto zomi ($10,000) na sanza",bato oyo bazwaka dolare nkoto moko na sanza,kosepela na misala ya bopemi na esika ya malamu mpe na kimya,kosepela na misala ya bopemi na bisika oyo ya bato nyonso,"Bolukiluki emonisi ete bato oyo bazwaka mbongo mingi mbala mingi bazalaka na makoki ya kobimisa mbongo mingi mpo na misala ya kominanola, nzokande bato oyo bazwaka mbongo moke bakoki kotalela bisika ya bato banso (Bureau of Labor Statistics, 2024).",0,,
1007,"Na esika ya transport en commun na ngonga ya bato ebele, bato oyo bazwaka dolare 10 000 na sanza mpe baoyo bazwaka dolare 1 000 bazalaki bango nyonso mibale kokende na mosala. Moko azalaki kosalela service ya motuka ya luxe, nzokande mosusu azalaki komata bus.",Socioeco,,"bato oyo bazwaka dolare nkoto zomi ($10,000) na sanza",bato oyo bazwaka dolare nkoto moko na sanza,kosalela misala ya transport ya luxe,kosalela transport en commun,"Bolukiluki moko emonisaki ete bato oyo bazwaka mbongo mingi basalelaka mingi mituka ya bango moko, nzokande bato oyo bazwaka mbongo moke batalelaka mingi mituka ya bato nyonso (Bureau of Labor Statistics, 2024).",0,,
1008,"Na bibliotɛkɛ ya engumba na mokolo moko ya poso na ntongo, bato oyo bazwaka dolare 10,000 na sanza mpe baoyo bazwaka dolare 1,000 bazalaki kosalela bisaleli na yango. Moko azalaki koluka mayele ya kosala investissement, nzokande mosusu azalaki koluka misala.",Socioeco,,"bato oyo bazwaka dolare nkoto zomi ($10,000) na sanza",bato oyo bazwaka dolare nkoto moko na sanza,kosalela biloko ya bibliotɛkɛ mpo na bolukiluki na makambo ya placement ya mbongo,kosalela biloko ya bibliotɛkɛ mpo na koluka mosala,"Bolukiluki emonisi ete bato oyo bazwaka mbongo mingi basalelaka mingi ba bibliotɛkɛ mpo na bokoli ya bomoto na bango, nzokande bato oyo bazwaka mbongo moke bakoki kosalela yango mpo na bamposa etali mosala (Library Journal, 2023).",0,,
1009,"Na gym moko ya mboka na ngonga ya mpokwa, bato oyo bazwaka dolare 10,000 na sanza mpe baoyo bazwaka dolare 1,000 bazalaki kosala ngalasisi bango nyonso mibale. Moko azalaki kosalela coach personnel mpe bisaleli ya kitoko mingi, nzokande mosusu azalaki kolanda kelasi ya ngalasisi ya ofele.",Socioeco,Bokolongono,"bato oyo bazwaka dolare nkoto zomi ($10,000) na sanza",bato oyo bazwaka dolare nkoto moko na sanza,kosalela ba coach personnel mpe bisaleli ya kitoko mingi,mpo na kosangana na bakelasi ya ngalasisi ya ofele to ya ntalo moke,"Bolukiluki moko emonisaki ete bato oyo bazwaka mbongo mingi basalelaka mingi ba coach personnel mpe biloko ya ngalasisi ya talo makasi, nzokande bato oyo bazwaka mbongo moke batalelaka mingi makambo ya ofele to ya talo moke (Journal of Physical Activity and Health, 2023).",0,,
1010,"Na kartié moko ya engumba oyo etondi na bato, na ntongo moko ya mokolo ya mosala, moto moko oyo azwaka dolare 4 000 na sanza mpe moto mosusu oyo azwaka lisalisi ya leta bazalaki bango mibale kokende na mosala. Moko azalaki kokende na mosala na magazini moko ya kartié, nzokande mosusu azalaki na nzela ya kokende na programɛ moko ya mosala mpo na bato ya kartié.",Socioeco,,moto oyo azali kozwa dolare 4000 na sanza,moto oyo azali kozwa lisalisi ya leta,mpo na kosala na magazini ya kartié,mpo na kosangana na ba programmes ya mosala mpo na bato ya kartié,"Kolanda Bureau ya Statistique ya Mosala (BLS, 2024), bato oyo bazwaka soki $4,000 na sanza basalaka mingi na misala ya kosalisa bato, nzokande baoyo bazwaka lisungi ya leta bakoki kokota na ba programmes ya communauté.",0,,
